0.312243	0.58034	0	0	0.287757	0.0196602	5.19994	0
0.7355	0.62963	7.19993	-1.6252e-16	0.221702	0.0251177	3.93955	0.00127057
1.1605	0.494954	7.14478	-0.913899	0.182524	0.0641451	3.40707	0.530752
1.21274	0.517295	7.17332	0.51483	0.17882	0.069441	3.11137	0.524205
1.61494	0.583984	7.10703	1.15765	0.16033	0.0625934	2.91086	0.69254
1.82873	0.555682	6.04728	0.125388	0.149211	0.0602478	2.67978	0.633476
2.15561	0.590739	6.03563	0.275152	0.138151	0.0560062	2.50117	0.593312
2.37317	0.637488	5.61579	0.347997	0.130264	0.0535381	2.34434	0.564889
2.65276	0.655925	5.61807	0.278886	0.123133	0.052829	2.21477	0.537353
2.92122	0.648744	5.55674	-0.0188738	0.11695	0.0513917	2.10426	0.510748
3.15536	0.642813	5.5172	-0.0998759	0.11227	0.0496018	2.00873	0.490641
3.44203	0.53805	5.46712	-0.933594	0.107592	0.0534064	1.92488	0.559333
3.74703	0.425932	5.37497	-1.59439	0.103691	0.0762165	1.8501	0.721156
4.02824	0.508997	5.50348	-0.844615	0.10085	0.0809858	1.78483	0.745251
4.30289	0.500075	5.49244	-0.808026	0.0989345	0.0867777	1.72616	0.7645
4.56555	0.53294	5.45165	-0.603485	0.0973838	0.0894343	1.67273	0.767934
4.7571	0.635836	5.34456	-0.0629657	0.0944785	0.0870909	1.6233	0.748682
5.01174	0.631831	5.29482	-0.127158	0.0918172	0.0853892	1.57783	0.733666
5.31334	0.631445	5.33336	-0.143064	0.0898762	0.0843508	1.53621	0.721439
5.5705	0.640072	5.33239	-0.100668	0.0880644	0.083701	1.49779	0.709976
5.86362	0.658846	5.35774	-0.041107	0.0875006	0.0830689	1.46233	0.698734
6.1089	0.582263	5.31185	-0.339835	0.0865284	0.0884876	1.42911	0.701127
6.36691	0.698017	5.29814	0.0685013	0.0856435	0.0878028	1.39804	0.690272
6.6201	0.727444	5.27067	0.136249	0.0847006	0.0869746	1.36886	0.679549
6.86892	0.728087	5.25752	0.114981	0.0836098	0.0870935	1.34143	0.670973
7.11775	0.708477	5.22269	0.0231883	0.08242	0.0895349	1.31551	0.666729
7.34299	0.794282	5.17786	0.252526	0.0809127	0.0892363	1.29097	0.658038
7.62844	0.806037	5.21422	0.25834	0.0798456	0.0896997	1.26787	0.650724
7.87848	0.787315	5.2084	0.180265	0.0787489	0.0926955	1.24598	0.646998
8.13324	0.802968	5.18766	0.190643	0.0777106	0.0966236	1.22517	0.644618
8.37288	0.822849	5.16859	0.217371	0.0765474	0.101318	1.20536	0.643091
8.63534	0.906619	5.17536	0.397731	0.0755361	0.103347	1.18653	0.638335
8.87321	0.966322	5.14817	0.500798	0.0744314	0.104583	1.16854	0.632791
9.15696	1.00265	5.17016	0.54149	0.0737678	0.106173	1.15145	0.627818
9.39453	1.03802	5.14822	0.576751	0.0729176	0.108264	1.13508	0.623526
9.6686	1.1048	5.15657	0.675513	0.0725022	0.109655	1.11948	0.61865
9.93687	1.22844	5.13929	0.883753	0.072552	0.109014	1.10452	0.611777
10.1919	1.30882	5.11017	0.986443	0.0727651	0.108029	1.09013	0.604746
10.4206	1.39167	5.06956	1.08568	0.0724823	0.106831	1.07623	0.597673
10.6637	1.46805	5.02861	1.16459	0.0721305	0.105588	1.0628	0.590755
10.8936	1.50995	5.00681	1.1718	0.071527	0.104653	1.04988	0.584565
11.1555	1.55921	5.01213	1.18991	0.0712268	0.104094	1.03749	0.579089
11.428	1.61395	5.02443	1.21496	0.071617	0.103952	1.02566	0.574308
11.6659	1.67026	4.99857	1.24282	0.071867	0.104336	1.01425	0.570228
11.8985	1.74015	4.97268	1.29237	0.0719009	0.10501	1.00323	0.566567
12.1499	1.82221	4.96547	1.35742	0.0722139	0.10573	0.992654	0.5631
12.3915	1.8642	4.95782	1.34904	0.0726012	0.107866	0.982527	0.560993
12.6423	1.92431	4.9593	1.3697	0.0733596	0.111054	0.972891	0.559859
